spa_id,item_title,container,goldsmiths,date,date_qualifier,sender_name,sender_organization,sender_address,sender_city,sender_country,sender_full_address,recipient_name,recipient_organization,recipient_address,recipient_city,recipient_country,recipient_full_address,original,document_type,format,language,notes,FID,x,y
5272,"Manuel Clausells to Sergey Sergeevich Prokofiev, 04 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 5",04 January 1928,exact,Manuel Clausells,Associacio de Musica da Camera,not_stated,Barcelona,,Barcelona,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,French,Incorrectly dated '4 January 1927'.,560,2.2851121487107,48.8564861907739
5044,"Clerical assistant to Sergey Sergeevich Prokofiev, 05 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 18",05 September 1927,exact,Clerical assistant,"Société des Auteurs, Compositeurs et Éditeurs de Musique",10 Rue Chaptal,Paris,,"10 Rue Chaptal, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,letter,typed,French,,561,-1.0885499999729,45.6429999997511
5273,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 05 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 6",05 January 1928,exact,Pierre Petrovich Souvchinsky,not_stated,not_stated,Naples,,Naples,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,562,2.2851121487107,48.8564861907739
5047,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 08 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 21",08 September 1927,exact,Rob. Knoblauch,not_stated,"Steinway 7, Haus Beethoven",Frankfurt,,"Steinway 7, Haus Beethoven, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,German,,563,2.34143999979337,48.8572100000963
5049,"Clerical assistant to Sergey Sergeevich Prokofiev, 09 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 23",09 September 1927,exact,Clerical assistant,Gosudarstvennaia Akademicheskaia Filarmoniia,Lassalia Ul. 2,Leningrad,,"Lassalia Ul. 2, Leningrad",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,Russian,Signed by B. Khais and E. Barten'eva.,564,2.34143999979337,48.8572100000963
5050,"Clerical assistant to Sergey Sergeevich Prokofiev, 10 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 24",10 September 1927,exact,Clerical assistant,Guaranty Trust Company of New York,1-3 Rue des Italiens,Paris,France,"1-3 Rue des Italiens, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,letter,typed,French,,565,-1.0885499999729,45.6429999997511
5054,"Serge Alexandrovich Koussevitzky to Sergey Sergeevich Prokofiev, 12 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 34",12 September 1927,exact,Serge Alexandrovich Koussevitzky,not_stated,not_stated,Paris,,Paris,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,telegram,handwritten,French,,566,-1.0885499999729,45.6429999997511
5055,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 12 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 34",12 September 1927,exact,Pierre Petrovich Souvchinsky,not_stated,not_stated,Clamart,,Clamart,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,telegram,handwritten,Russian,,567,-1.0885499999729,45.6429999997511
5068,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 17 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 48",17 September 1927,exact,Rob. Knoblauch,not_stated,"Steinway 7, Haus Beethoven",Frankfurt,,"Steinway 7, Haus Beethoven, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,postcard,typed,German,,568,-1.0885499999729,45.6429999997511
5069,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 18 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 49",18 September 1927,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,postcard,handwritten,Russian,,569,-1.0885499999729,45.6429999997511
5070,"Clerical assistant to Sergey Sergeevich Prokofiev, 18 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 51",18 September 1927,exact,Clerical assistant,MODPiK,Tverskoi Bulvar 25,Moscow,,"Tverskoi Bulvar 25, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,Russian,,570,2.34143999979337,48.8572100000963
5076,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 21 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 59",21 September 1927,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,postcard,handwritten,Russian,,571,-1.0885499999729,45.6429999997511
5084,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 26 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 70",26 September 1927,exact,Rob. Knoblauch,not_stated,"Steinway 7, Haus Beethoven",Frankfurt,,"Steinway 7, Haus Beethoven, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,German,,572,2.34143999979337,48.8572100000963
5091,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 30 September 1927","Box: 2; Folder: 1927, September","Binder XVI, page 75",30 September 1927,exact,Rob. Knoblauch,not_stated,"Steinway 7, Haus Beethoven",Frankfurt,,"Steinway 7, Haus Beethoven, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Palais-sur-Mer,,St. Palais-sur-Mer,original,letter,typed,German,,573,-1.0885499999729,45.6429999997511
5107,"Marcelle Blanchard to Sergey Sergeevich Prokofiev, 06 October 1927","Box: 2; Folder: 1927, October","Binder XVI, page 89",06 October 1927,exact,Marcelle Blanchard,Pleyel Lyon&Co,22 Rue Rochechouart,Paris,,"22 Rue Rochechouart, Paris",Sergey Sergeevich Prokofiev,not_stated,Villa Les Phares,St. Palais-sur-Mer,,"Villa Les Phares, St. Palais-sur-Mer",original,letter,typed,French,,574,-1.0885499999729,45.6429999997511
5133,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 26 October 1927","Box: 2; Folder: 1927, October","Binder XVI, page 127",26 October 1927,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,"Recipient's address 'c/o Guaranty Trust Co, 3 rue des Italiens, Paris IX'.crossed out.'",575,2.2851121487107,48.8564861907739
5137,"Edward Clark to Sergey Sergeevich Prokofiev, 27 October 1927","Box: 2; Folder: 1927, October","Binder XVI, page 129",27 October 1927,exact,Edward Clark,not_stated,not_stated,London,,London,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,telegram,typed,English,,576,2.2851121487107,48.8564861907739
5140,"Léonide Massine to Sergey Sergeevich Prokofiev, 31 October 1927","Box: 2; Folder: 1927, October","Binder XVI, page 134",31 October 1927,exact,Léonide Massine,not_stated,7 Rue de lÉchelle,Paris,,"7 Rue de lÉchelle, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,Originator's address spelled: 'Normandy',577,2.2851121487107,48.8564861907739
5153,"Ch. Demogeot to Sergey Sergeevich Prokofiev, 02 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 151",02 November 1927,exact,Ch. Demogeot,not_stated,21 Boulevard Montmartre,Paris,,"21 Boulevard Montmartre, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,French,,578,2.2851121487107,48.8564861907739
5155,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 04 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 153",04 November 1927,exact,Rob. Knoblauch,not_stated,"Steinway 7, Haus Beethoven",Frankfurt,,"Steinway 7, Haus Beethoven, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Palais-sur-Mer,,St. Palais-sur-Mer,original,letter,typed,German,,579,-1.0885499999729,45.6429999997511
5157,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 05 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 155",05 November 1927,exact,Rob. Knoblauch,not_stated,"Steinway 7, Haus Beethoven",Frankfurt,,"Steinway 7, Haus Beethoven, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Palais-sur-Mer,,St. Palais-sur-Mer,original,letter,typed,German,,580,-1.0885499999729,45.6429999997511
5161,"Lucien L. Bernheim to Sergey Sergeevich Prokofiev, 09 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 159",09 November 1927,exact,Lucien L. Bernheim,not_stated,not_stated,Villeneuve,,Villeneuve,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,handwritten,French,"Originator's full address: 'Chillon College, Villeneuve, Vaud, Switzerland'.",581,2.34143999979337,48.8572100000963
5162,"Herman Schaad to Sergey Sergeevich Prokofiev, 11 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 161",11 November 1927,exact,Herman Schaad,not_stated,689 Fifth Avenue,New York,,"689 Fifth Avenue, New York",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",original,letter,typed,English,,582,2.34144000000003,48.8572100000001
5163,"Edward Clark to Sergey Sergeevich Prokofiev, 11 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 163",11 November 1927,exact,Edward Clark,not_stated,not_stated,London,,London,Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,telegram,typed,French,,583,2.34143999979337,48.8572100000963
5165,"Edward Clark to Sergey Sergeevich Prokofiev, 18 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 163",18 November 1927,exact,Edward Clark,not_stated,not_stated,London,,London,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,telegram,typed,French,,584,2.2851121487107,48.8564861907739
5169,"Tigran Avetovich Tarumov to Sergey Sergeevich Prokofiev, 15 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 166",15 November 1927,exact,Tigran Avetovich Tarumov,not_stated,Koloubanskaja 8,Tiflis,,"Koloubanskaja 8, Tiflis",Sergey Sergeevich Prokofiev,not_stated,1-3 Rue des Italiens,Paris,,"1-3 Rue des Italiens, Paris",original,telegram,typed,Russian,Originator's full address: ' Kolou[x]anskaja 8'.,585,2.33572216192452,48.8718148675048
5176,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 20 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 172",20 November 1927,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,"Recipient's original address: c/o Guaranty Trust Co., 3 Rue des Italiens, Paris' crossed out'.",586,2.2851121487107,48.8564861907739
5178,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 22 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 177",22 November 1927,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,Russian,,587,2.2851121487107,48.8564861907739
5181,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 24 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 183",24 November 1927,exact,Rob. Knoblauch,not_stated,Steinweg 7,Frankfurt,,"Steinweg 7, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,not_stated,St. Palais-sur-Mer,,St. Palais-sur-Mer,original,letter,typed,German,,588,-1.0885499999729,45.6429999997511
5182,"Clerical assistant to Sergey Sergeevich Prokofiev, 24 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 184",24 November 1927,exact,Clerical assistant,The British Broadcasting Corporation,Savoy Hill,London,,"Savoy Hill, London",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,English,,589,2.2851121487107,48.8564861907739
5184,"Félix Delgrange to Sergey Sergeevich Prokofiev, 25 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 186",25 November 1927,exact,Félix Delgrange,not_stated,18 Rue La Boétie,Paris,,"18 Rue La Boétie, Paris",Sergey Sergeevich Prokofiev,not_stated,not_stated,Samoreau,,Samoreau,original,letter,typed,French,,590,2.75191999996562,48.4237400000213
5185,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 25 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 187",25 November 1927,exact,Pierre Petrovich Souvchinsky,not_stated,not_stated,Clamart,,Clamart,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,French,,591,2.2851121487107,48.8564861907739
5192,"Mr Reed to Sergey Sergeevich Prokofiev, 28 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 195",28 November 1927,exact,Mr Reed,not_stated,135-7 New Bond Street,London,,"135-7 New Bond Street, London",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,English,,592,2.2851121487107,48.8564861907739
5198,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 30 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 202",30 November 1927,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,593,2.2851121487107,48.8564861907739
5200,"Pierre Petrovich Souvchinsky to Sergey Sergeevich Prokofiev, 30 November 1927","Box: 2; Folder: 1927, November","Binder XVI, page 205",30 November 1927,exact,Pierre Petrovich Souvchinsky,not_stated,not_stated,Clamart,,Clamart,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,Russian,,594,2.2851121487107,48.8564861907739
5201,"Rob. Knoblauch to Sergey Sergeevich Prokofiev, 01 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 207",01 December 1927,exact,Rob. Knoblauch,not_stated,"Steinway 7, Haus Beethoven",Frankfurt,,"Steinway 7, Haus Beethoven, Frankfurt",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,German,,595,2.2851121487107,48.8564861907739
5202,"Clerical assistant to Sergey Sergeevich Prokofiev, 01 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 210",01 December 1927,exact,Clerical assistant,The British Broadcasting Corporation,Savoy Hill,London,,"Savoy Hill, London",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,English,,596,2.2851121487107,48.8564861907739
5215,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 12 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 228",12 December 1927,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,597,2.2851121487107,48.8564861907739
5217,"Serge Alexandrovich Koussevitzky to Sergey Sergeevich Prokofiev, 15 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 232",15 December 1927,exact,Serge Alexandrovich Koussevitzky,not_stated,not_stated,Boston,,Boston,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,telegram,typed,English,,598,2.2851121487107,48.8564861907739
5218,"Lev Moiseevich Tseitlin to Sergey Sergeevich Prokofiev, 16 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 233",16 December 1927,exact,Lev Moiseevich Tseitlin,not_stated,Gertsena Ul. 13,Moscow,,"Gertsena Ul. 13, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,Russian,Also signed by 'Rybnikova'. Copy of XVI/ 234. Attached to XVI/235.,599,2.34143999979337,48.8572100000963
5219,"Lev Moiseevich Tseitlin to Sergey Sergeevich Prokofiev, 16 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 234",16 December 1927,exact,Lev Moiseevich Tseitlin,not_stated,Gertsena Ul. 13,Moscow,,"Gertsena Ul. 13, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,Russian,Also signed by 'Rybnikova'.Attached to XVI/235.,600,2.34143999979337,48.8572100000963
5220,"Lev Moiseevich Tseitlin to Sergey Sergeevich Prokofiev, 16 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 235",16 December 1927,exact,Lev Moiseevich Tseitlin,not_stated,Gertsena Ul. 13,Moscow,,"Gertsena Ul. 13, Moscow",Sergey Sergeevich Prokofiev,not_stated,not_stated,Paris,,Paris,original,letter,typed,Russian,,601,2.34143999979337,48.8572100000963
5225,"Manuel Clausells to Sergey Sergeevich Prokofiev, 18 December 1927","Box: 2; Folder: 1927, December","Binder XVI, page 244",18 December 1927,exact,Manuel Clausells,not_stated,not_stated,Barcelona,,Barcelona,Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",original,letter,typed,French,,602,2.34144000000003,48.8572100000001
5274,"Ossip Bernstein to Sergey Sergeevich Prokofiev, 06 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 8",06 January 1928,exact,Ossip Bernstein,not_stated,10 Rue des Marroniers,Paris,,"10 Rue des Marroniers, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,Russian,,603,2.2851121487107,48.8564861907739
5275,"Michel Millet to Sergey Sergeevich Prokofiev, 07 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 9",07 January 1928,exact,Michel Millet,not_stated,not_stated,St. Julien-du-Sault,,St. Julien-du-Sault,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,French,,604,2.2851121487107,48.8564861907739
5284,"G. Vernhet to Sergey Sergeevich Prokofiev, 12 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 19",12 January 1928,exact,G. Vernhet,Guaranty Trust Company of New York,1-3 Rue des Italiens,Paris,France,"1-3 Rue des Italiens, Paris",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",original,letter,typed,French,,605,2.34144000000003,48.8572100000001
5286,"A. Collin to Sergey Sergeevich Prokofiev, 13 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 22",13 January 1928,exact,A. Collin,"Pro Musica, Inc.",5 Rue Jadin,Paris,,"5 Rue Jadin, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,French,,606,2.2851121487107,48.8564861907739
5289,"not_stated to Sergey Sergeevich Prokofiev, 14 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 24",14 January 1928,exact,not_stated,"Pro Musica, Inc.",611 West 113th Street,New York,,"611 West 113th Street, New York",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,French,,607,2.2851121487107,48.8564861907739
5295,"Clerical assistant to Sergey Sergeevich Prokofiev, 16 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 38",16 January 1928,exact,Clerical assistant,Internationale Theater- u. Musik-Agentur,Schellinggasse 12,Vienna,,"Schellinggasse 12, Vienna",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,German,,608,2.2851121487107,48.8564861907739
5297,"A. Dimo-Semenoff to Sergey Sergeevich Prokofiev, 17 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 36",17 January 1928,exact,A. Dimo-Semenoff,not_stated,Via Ponte Reale 2-74,Genoa,,"Via Ponte Reale 2-74, Genoa",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,609,2.2851121487107,48.8564861907739
5299,"Parnet to Sergey Sergeevich Prokofiev, 17 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 41",17 January 1928,exact,Parnet,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,French,,610,2.2851121487107,48.8564861907739
5300,"Clerical assistant to Sergey Sergeevich Prokofiev, 17 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 43",17 January 1928,exact,Clerical assistant,Internationale Theater- u. Musik-Agentur,Schellinggasse 12,Vienna,,"Schellinggasse 12, Vienna",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,German,,611,2.2851121487107,48.8564861907739
5304,"Herman Schaad to Sergey Sergeevich Prokofiev, 18 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 50",18 January 1928,exact,Herman Schaad,not_stated,689 Fifth Avenue,New York,,"689 Fifth Avenue, New York",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",original,letter,typed,English,,612,2.34144000000003,48.8572100000001
5308,"Clerical assistant to Sergey Sergeevich Prokofiev, 19 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 56",19 January 1928,exact,Clerical assistant,International Press Cutting Bureau,329 High Holborn,London,,"329 High Holborn, London",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,English,,613,2.2851121487107,48.8564861907739
5309,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 21 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 57",21 January 1928,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,Moscow,,Moscow,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,614,2.2851121487107,48.8564861907739
5310,"Clerical assistant to Sergey Sergeevich Prokofiev, 23 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 59",23 January 1928,exact,Clerical assistant,Internationale Theater- u. Musik-Agentur,Schellinggasse 12,Vienna,,"Schellinggasse 12, Vienna",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,typed,German,,615,2.2851121487107,48.8564861907739
5312,"Evgeny Alexandrovich Znosko-Borovsky to Sergey Sergeevich Prokofiev, 24 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 62",24 January 1928,exact,Evgeny Alexandrovich Znosko-Borovsky,not_stated,33 Rue de Cronstadt,Paris,,"33 Rue de Cronstadt, Paris",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,Russian,,616,2.2851121487107,48.8564861907739
5313,"Parnet to Sergey Sergeevich Prokofiev, 24 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 64",24 January 1928,exact,Parnet,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,French,,617,2.2851121487107,48.8564861907739
5318,"Michel Millet to Sergey Sergeevich Prokofiev, 26 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 72",26 January 1928,exact,Michel Millet,not_stated,not_stated,St. Julien-du-Sault,,St. Julien-du-Sault,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,French,,618,2.2851121487107,48.8564861907739
5325,"Michel Millet to Sergey Sergeevich Prokofiev, 28 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 79",28 January 1928,exact,Michel Millet,not_stated,not_stated,St. Julien-du-Sault,,St. Julien-du-Sault,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,letter,handwritten,French,,619,2.2851121487107,48.8564861907739
5327,"Clerical assistant to Sergey Sergeevich Prokofiev, 30 January 1928","Box: 2; Folder: 1928, January","Binder XVII, page 82",30 January 1928,exact,Clerical assistant,not_stated,Fifth Avenue & 44th Street,New York,,"Fifth Avenue & 44th Street, New York",Sergey Sergeevich Prokofiev,not_stated,c/o Guaranty Trust,Paris,France,"c/o Guaranty Trust, Paris",original,letter,typed,English,,620,2.34144000000003,48.8572100000001
5338,"Boris Vladimirovich Asafiev to Sergey Sergeevich Prokofiev, 02 February 1928","Box: 2; Folder: 1928, February","Binder XVII, page 95",02 February 1928,exact,Boris Vladimirovich Asafiev,not_stated,not_stated,Leningrad,,Leningrad,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,621,2.2851121487107,48.8564861907739
5342,"Ekaterina Grigorevna Raevskaya to Sergey Sergeevich Prokofiev, 07 February 1928","Box: 2; Folder: 1928, February","Binder XVII, page 102",07 February 1928,exact,Ekaterina Grigorevna Raevskaya,not_stated,not_stated,not_stated,,not_stated,Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,622,2.2851121487107,48.8564861907739
5343,"Maria Rein to Sergey Sergeevich Prokofiev, 08 February 1928","Box: 2; Folder: 1928, February","Binder XVII, page 104",08 February 1928,exact,Maria Rein,not_stated,Kuhmühle 7,Hamburg,,"Kuhmühle 7, Hamburg",Sergey Sergeevich Prokofiev,not_stated,5 Avenue Frémiet,Paris,,"5 Avenue Frémiet, Paris",original,postcard,handwritten,Russian,,623,2.2851121487107,48.8564861907739
